,shelter_zip_code,shelter_city,shelter_description,shelter_name,shelter_state,shelter_website,state_abbr
1632,65560,Salem,"The Dent County Animal Welfare Society formed in 1990 with the hope of improving conditions for animals and creating awareness in this area.  It is and always has been the goal of our organization to be a ""no-kill"" shelter. Despite all obstacles, we have kept the euthanasia rate at less than 20% average over the ten years of operation, a lower rate than most no-kill shelters have.   Address: PO Box 565 Masters Industrial Park HWY 32 E Salem MO 65560 Phone: 573-729-3556",Dent County Animal Welfare Society,Missouri,http://www.dcaws.org,MO
1633,65689,Cabool,"So many dogs... folks often wonder where do they come from? Why so many?  We live in an economically challenged area. No low cost spay neuter programs, most people do not have resources to care for their dogs nor a consciousness inclined toward good nutrition and vet care. If you've seen the movie Winter's Bone, that is where we live.  We take in between 150 and 200 dogs a month. Every weekend, we go to PetCo in the north west suburbs of St. Louis - a 3 hour + trip with our transport van. We take 75 to 80 up every weekend and place about 30 to 35. Our mission statement is: We take dogs from homes you can't imagine and place them in homes they can't imagine. We place very few dogs locally.  We are also in an area where there are many breeders. We get retired breeder's dogs and retired moms and dads. This prevents them from being given away to local folks-unaltered. We are in an area where we do get the occasional stray Cavalier, Yorkie, Chihuahua... I never know who will come in the door. It is a very odd combination...poverty and great dogs.  We place little dogs and puppies quickly but our big dog have a much hard time finding a home. Our transport will carry 50 small dogs and only 12 large dogs. So the big ones wait in line for their chance to be discovered. All of our dog are altered, heartworm tested, micro-chipped, wormed and all vaccines are current before we place them.   Address: 4150 Hwy. M Cabool MO, 65689  Call Us: 417-259-1834",Diana's Grove Dog Rescue,Missouri,http://www.takeafriendhome.org/,MO
1634,63069,Pacific,"In 1999, Dirk’s Fund became an official nonprofit rescue with 501c3 status. At that time we started seeing a dramatic increase in the volume of dogs. In 2008, we were lucky enough to move into our shelter in Pacific, Missouri. We now rescue dogs from around the mid-west region using a network of volunteers and supportive veterinarians. Our amazing network of volunteers has allowed us to remain an all volunteer organization with no payroll for over thirty years.   Address: 526 Indian Warpath Drive Pacific, MO 63069  Phone: 314.966.3326",Dirk's Fund,Missouri,http://dirksfund.com,MO
1635,65065,Osage Beach,"The Dogwood Animal Shelter is a non-profit, no-kill shelter.  Volunteers have been the driving force behind Dogwood animal shelter since its beginning. Through auctions and sales, a handful of dedicated people raised enough money to build a small facility and in 1976, the badly- needed shelter was established as a 501(c)3. It was filled beyond capacity almost immediately. From the start, Dogwood offered low cost spays and neuters, and since 1997, when the board of directors declared Dogwood a no-kill facility, it has steadily expanded that program. When the long awaited new shelter facility, located near Osage Beach was built in 2005, a spay/neuter clinic was included so that the surgeries could be done on site.   Address: 1075 Runabout Dr Osage Beach, Missouri 65065  Call Us: 573-348-4411",Dogwood Animal Shelter,Missouri,https://www.facebook.com/dogwoodanimalshelter,MO
1636,65712,Mount Vernon,"We have been helping and serving dumped, discarded, and abused dogs for over 25 years. It is a joy to see how a mans best friend that has been mistreated and abused can respond to God's love and thrive once again.  We are a “No Kjll” shelter so many of our dogs are Senior Citizens. Adopt a Senior Pet and have the Friendship, Love and Devotion a Dog really knows how to give!  We welcome your donations!  Emmanuel's Tails 8022 Lawrence 2110 Mt. Vernon, MO 65712  Call Us: (417) 466-3727 Email Us:",Emmanuel's Tails,Missouri,http://www.emmanuelstails.com,MO
1637,64850,Neosho,"Faithful Friends Animal Advocates, Inc is a non-profit organization committed to helping Newton and McDonald County become a place where animals are treated with kindness and respect. Further, we want to be a voice for the welfare of animals in our community through various avenues. We are building an adoption center for the Neosho, MO community in order to benefit the abused, abandoned and neglected domestic animals in our community.  We are a NO KILL Facility.   We can be reached by message phone at at 417 592 2512  Email:",Faithful Friends Animal Advocates,Missouri,http://www.ffaaneosho.org,MO
1638,63640,Farmington,"Farmington Pet Adoption Center is a private, non-profit, no-kill animal shelter.  Our Mission is to give homeless animals a second chance through rescue, shelter and adoption.   Address: 2901 Hwy. 67 South Farmington, MO 63640 Email:",Farmington Pet Adoption Center,Missouri,http://farmingtonpet.org,MO
1639,63108,Saint Louis,"Feline Connection Inc. was founded in St. Louis, Missouri as an all-volunteer, no-kill cat adoption/rescue group in November, 1997. The organization rescues homeless, abandoned or abused cats and cats from local shelters before they have to be euthanized. Once a cat or kitten is taken in Feline Connection, Inc. it remains with us until a permanent, loving home is found.  At the time of rescue, all cats are tested for both FeLV and Feline Aids Viruses, given vaccinations appropriate for the age, and given thorough veterinary examinations.  Feline Connection, Inc. is composed of people like you; warm, caring individuals who love cats and volunteer as foster parents, donate their time taking our orphans for veterinary care, shop for supplies, or spend special time socializing our cats and kittens. And the rewards are great! These helpless animals offer love, purring their way into our hearts. The comfort of a soft, warm being who accepts you without question is hard to resist.",Feline Connection Inc.,Missouri,http://www.petfinder.com/shelters/MO34.html,MO
1640,63501,Kirksville,"Field of Dreams Rescue was founded in 2007 as a publicly funded, all volunteer organization. Dogs and cats are accepted on a space available basis into foster homes to receive medical care, socialization and training with the intention of finding a permanent adoptive home. Through community assistance programs we educate, promote spay neuter efforts and provide assistance to individuals.  FODR was incorporated in January 2007. In January of 2010 we had successfully adopted out over 500 pets into permanent homes!  We do not have a shelter facility for people to ""meet the dogs"". All the dogs in our program are located in foster homes throughout multiple counties in northeast Missouri. We do the best that we can to return phone calls and emails. Our rescue is an all volunteer organization with limited resources. We all work full time and the care of our rescues comes first.   Mailing Address: PO Box 206, Kirksville, MO 63501  Call Us: 660-342-6023 or 660-216-5891",Field of Dreams Rescue Inc.,Missouri,http://www.fodrescue.org,MO
1641,64067,Lexington,"Friends of the Friendless Animal Rescue Group consists of a small group of devoted individuals who saves abandoned, lost, injured, and unwanted dogs and cats in our local community. We provide medical care and homes for these animals until they are adopted by loving families. As a licensed rescue, we ensure all of our animals are vaccinated and spayed/neutered so we do charge a small fee for adoption. As a No-Kill Shelter, our aim is to eliminate euthanasia and provide for the adoption of quality pets.    Mailing Address: PO Box 411 Lexington, MO 64067  Call Us: (816) 200-9571",Friends of the Friendless,Missouri,http://fofanimalrescue.org/,MO
1642,63110,Saint Louis,"Gateway Pet Guardians is dedicated to rescuing homeless pets in the St. Louis area, getting them great veterinary care, and finding them forever homes. We are a virtual shelter with all of our pets waiting for adoption in the care of volunteer foster families. Gateway Pet Guardians is a 501c(3) tax-exempt organization. Donations are always greatly appreciated and are used to provide veterinary care for our foster pets, some of whom have been badly injured by automobile accidents, cruelty, neglect, or life on the street.   Address: P.O. Box 13243 St. Louis, Missouri 63157 Phone: 314-664-7398",Gateway Pet Guardians,Missouri,http://www.gatewaypets.com,MO
1643,64801,Joplin,"We are a NO-KILL, Non-Profit rescue and adoption center and Sanctuary---- It's ALL ABOUT THE FUR BABIES!!   Address: 2300 North Main Joplin, Missouri 64801  Call Us: 417-623-0842",Golden Paw Rescue & Sanctuary,Missouri,http://www.goldenpawanimalrescueandsanctuary.com/,MO
1644,65201,Columbia,"5900 South Rangeline Road Columbia, Missouri 65201  Happy Tails Animal Sanctuary (HTAS) is a private, non-profit, tax-exempt, no-kill, animal welfare corporation made up entirely by volunteers. We are dedicated to rehabilitating, caring for and finding permanent placements for abused, neglected and unwanted animals in danger of being euthanized. We have been helping animals since 1998. Each of you can make a difference in the lives of the animals in our care and your generous financial donations will help us save many more precious animals each year.",Happy Tails Animal Sanctuary,Missouri,http://www.htsanctuary.com/,MO
1645,65772,Washburn,"Rt 2 Box 2284  Washburn MO 65772   We are a non-profit, 501(c)(3) facility offering long-term care to dogs and cats until they can be found a loving forever home. We are a true no-kill facility. Only suffering animals with untreatable conditions and those rare, unpredictably vicious dogs (average 1 per yr) are put down. (Feral and 'barn' cats are allowed to roam the grounds freely after spay/neuter). Located on over 11 acres near Cassville in Southwest Missouri, we have one paid Operations Manager, and exist with a handful of dedicated volunteers and the good will and generosity of people who care about the welfare of animals.  Our cats live in Community Rooms with plenty of space to climb, play, and hide, and are caged only when in need of isolation to maintain good health for all. One room has an outdoor area, with plans for more.  Our dogs live in large, outdoor pens - most 16 X 16 for 2 dogs, and 30 X 90 fields holding 3 dogs each. They enjoy access to fresh water, food, shelter, and shade, with swimming pools during warm weather.   OUR MISSION STATEMENT To rescue the abused, abandoned, and dumped animals in the area. To provide loving care, medical attention, and socialization in as homelike an environment as possible. To provide sanctuary to those deemed ""unadoptable"". To educate the public on humane treatment of animals and the importance and impact of spaying and neutering dogs and cats. To do our part to put an end to pet overpopulation, abuse, and inhumane treatment of animals. Euthanasia is necessary to be humane to a pet, not to control population.",Haven of the Ozarks Animal Sanctuary,Missouri,http://www.petfinder.com/shelters/thehaven.html,MO
1646,63366,O Fallon,"Heartland Humane Society of Missouri is a 501(c)3 non-profit group of dedicated foster homes that gives abandoned, abused, and unwanted animals another chance for loving, permanent homes through our adoption program, following the no-kill philosophy.    PO Box 113 O'Fallon, MO 63366  Phone:	(636) 922-0569 Email:",Heartland Humane Society,Missouri,http://www.hhsrescue.org/,MO
1647,64012,Belton,"HELP now has a no-kill shelter. HELP does not take in any owner relinquished animals. HELP rescues stray dogs and cats from the streets. We have been told by many adopters that the reason they liked adopting form us is because we have a happy place and all the cats are the friendliest ones they had ever met. HELP feels that ALL animal’s are worth saving. We have many FIV and FeLV+ cats in our care. They will live with us until they end their life’s journey or find a permanent home.   Address: 511 Main St.  Belton, MO 64012","HELP Humane Society, Inc.",Missouri,http://www.helppets.org/,MO
1648,65622,Buffalo,"HFLCS Canine &amp; Feline Rescue, saves impounded, abandoned or handicapped Canines and Felines. It offers an alternative to euthanasia by providing either a permanent home or through its adoption program. HFLCS is the proud sponsor of the Buffalo City Pound, and has maintained the pound as a No-Kill facility for the past 12 years. HFLCS is a non-profit organization. HFLCS travels to PetSmart in Springfield every Saturday for adoptions, as well as once a month to PetWarehouse in Springfield, and Petco in Camdenton.   Mailing Address: 225 New Hope Road Buffalo, MO 65622",HFLCS Canine & Feline Rescue,Missouri,https://www.facebook.com/HFLCS/,MO
1649,63006,Chesterfield,"House Rabbit Society is a 501 (c3) all-volunteer, non-profit organization with a dual purpose of rescue and education. Donations are tax - deductible. Utilizing foster homes as rescue ""shelters,"" volunteers provide appropriate care and socialization opportunities to rabbits so that they may be adopted into loving, permanent, indoor homes. Our educators assist the public, humane societies, and local shelters through publications on rabbit care, phone and e-mail consultations, and classes upon request.   We do not euthanize an animal unless they are suffering from an incurable disease or wound. The House Rabbit Society of Missouri, St. Louis, directs their rescue efforts towards saving the lives of bunnies in threatening situations, those scheduled for euthanasia at local shelters, or rescue referrals from area shelters and veterinarians. Our commitment to saving the lives of bunnies is paramount.   Mailing Address: P.O. Box 6362 Chesterfield, Missouri 63006-6362  Call Us: 314-995-1457",House Rabbit Society of Missouri,Missouri,http://www.hrsmostl.org/,MO
1650,65803,Springfield,"The Humane Society of Southwest Missouri is an independent, 501(c)3 non-profit organization licensed by the Missouri Department of Agriculture. We operate the only open-admission humane society in Southwest Missouri. No limits are placed on the number or type of dogs or cats accepted at our shelter. We will not refuse an ill or injured animal or any animal that is not an immediate candidate for adoption. ​ Funding for the organization comes from private donations. We do not receive any funding from the Humane Society of the United States, Humane Society of Missouri, SPCA, or any government agencies.   Address: 3161 W. Norton Road Springfield, Missouri 65803  Call Us: (417) 833-2526",HSSWMO  Human Society of South West Missouri,Missouri,http://www.swh.org/,MO
1651,64129,Kansas City,"The purpose of the Kansas City Pet Project is to facilitate the placement of homeless pets into suitable homes; to establish and maintain an animal shelter for Kansas City, MO; to maintain associated procedures which promote: the health and welfare of pets in our care, prevention of unplanned litters, pet retention and reunification of lost pets to their owners; to increase public safety by addressing issues related to irresponsible pet owners and dangerous animals. We are keenly focused on optimal lifesaving and creating a No Kill Community in the Kansas City Metro.  KCPP Mission  To end the killing of healthy and treatable pets in Kansas City, Missouri by using the most progressive and lifesaving programs and promoting effective animal control policies.   Address: 4400 Raytown Road, Kansas City, MO 64129  Call Us: 816-513-9821",KC Pet Project,Missouri,http://kcpetproject.org/,MO
1652,63939,Fairdealing,"This is a No-Kill Animal Shelter than I have had to use in the past. They are very kind people who do the best jobs they can. They take all kinds of animals, but currently have no funding at all. Please put them on your site.  Kindred Spirit Animal Rescue,  HC 73 Box 3977 Fairdealing, MO 63939  Call Us: 573-300-4919",Kindred Spirit Animal Rescue Center,Missouri,https://www.facebook.com/pages/Kindred-Spirit-Animal-Rescue-Center/326262544051599,MO
1653,65584,Saint Robert,"PO Box 780 St. Robert, MO 65584  Private, non-profit adoption center and rescue dedicated to the feline community in Pulaski County.  Short and Long Term Goals of Kitten Division  * Identify and manage feral colonies, including TNR (trap-neuter-return), with the assistance of volunteers within community.  * Utilizing foster homes for stray felines until an adoption center can be established.  * Provide a ‘pet pantry’ for those that simply need assistance with food and litter rather than abandoning their pet.  * Establish a feline adoption center to house adoptable felines.  * Establish a clinic with a veterinarian on staff for the use of Kitten Division, as well as other non-profit rescue groups, shelters and pounds in Pulaski County.  * Provide low-cost spay/neuter services to the low-income community, specifically targeting those that would not otherwise seek services from a local veterinarian due to lack of funds.   Address: 996 C Missouri Avenue St. Robert, MO 65584  Call Us: 573-336-3939  Like Us on Facebook: https://www.facebook.com/KittenDivision",Kitten Division,Missouri,http://kittendivision.com/,MO
1654,64485,Savannah,"With a strict no-kill policy, several hundred dogs, cats and other animals of all ages and sizes call M'Shoogy's home. It costs approximately $50.00 per month per animal, excluding medicine, and approximately $500.00 per day to open the door. In over 19 years, we have saved more than 15,000 animals from certain death.  Gary and Lisa Silverglat started M'Shoogy's and have given and lived a 24 hour commitment to the animals. They have had four days away from the Sanctuary in 19 years. They have never taken a salary for themselves, only given everything they have with no thought of monetary compensation. There are also other individuals, volunteers, and employees who help provide care and love for the animals.   Address: 11519 State Route C Savannah, MO 64485",M'Shoogy's Emergency Animal Rescue,Missouri,http://www.mshoogys.com/,MO
1655,65041,Hermann,"Massas Creek Companion Animals 100 Massas Creek Rd. Hermann, Missouri 65041 Phone-636.488.5915 Fax-636.488.5703  Joan Oetting, director of the shelter, has a long history of saving the lost animals of the area, rehabilitating them, and finding them new guardians. Joan may not be a household name, but she has many grateful companion animals whose lives she has saved.  In the early 1970's Joan partnered with Carol Perkins, wife of the late Marlin Perkins, to form Open Door Animal Sanctuary in St. Louis, Missouri. She left Open Door in 1980 because of family obligations but remained a staunch supporter of the organization. Open Door is now a large self funded animal rescue. She moved to the Hermann area 1992 and ran a small private animal rescue. There was not an animal rescue facility in the area and the needs of homeless animals was great and growing more urgent.   With the number of homeless animals growing by the day Joan opened MCCA in 1999 with the completion of a new kennel to include nine dog runs, a feed storage room,a dog bathing room, a cat room and living quarters for an attendant. Another kennel area was built with 15 dog runs and was completed in 2006.  MCCA is a non profit 501(c)(3) charitable organization that depends on the generous support of its members to care for the homeless animals within our  reach.",Massa's Creek Companion Animals,Missouri,http://awos.petfinder.com/shelters/mo366.html,MO
1656,63051,House Springs,"Open Door Animal Sanctuary (ODAS) is a no-kill shelter dedicated to preserving the life and health of homeless cats and dogs, providing shelter, food and veterinary care while fostering their social skills and encouraging their adoption into loving homes.",Open Door Animal Sanctuary,Missouri,http://awos.petfinder.com/shelters/MO218.html,MO
1657,65079,Sunrise Beach,"Ozarks Kat and K9 Shelter in Sunrise Beach, Missouri is a no-kill shelter that takes in various stray, lost, abandoned, or surrendered animals. Our thrift store is the main monetary base for the animals we admit and for our ongoing spay and neuter financial assistance program, which greatly benefits our area’s domestic animal population.  Our organization was founded in 1989. Started under the name Society for the Treatment of Abandoned and Fractured Friends (S.T.A.F.F.) we made the change to Ozarks Kat and K9 to better reflect what we do and easily identify ourselves as a dog and cat shelter.   P.O.Box 1324  South Hwy 5  Laurie, MO 65038  Phone: 573 374-2629 Email:",Ozarks Kat and K Shelter,Missouri,http://www.ozarkskatandk9.com/,MO
1658,63349,Hawk Point,"PALS was founded in March of 1989, in Lincoln County, Missouri, as an all-volunteer, non-profit animal rescue organization. We are an IRS 501(c)(3) certified charity licensed by the State of Missouri.  PALS is essentially a “no-kill” shelter. The only time an animal is euthanized is if it is too sick to be treated or too aggressive to be suitable for adoption. Even in these circumstances, the decision to euthanize is not taken lightly and must be approved by our Board of Directors. Other than for those reasons, a pet will have a caring home with PALS until adopted.   Address: 4287 Hwy 47 West Hawk Point, MO 63349  Call Us: 636-338-1818","PALS, Pets A Lone Sanctuary",Missouri,http://www.pals-pets.com,MO
1659,64152,Kansas City,"FOPAS’s primary mission is to humanely house, care for, provide medical treatment for, and find permanent homes for the abandoned and stray dogs and cats from Platte, Clay and, to some extent, surrounding counties which have come under our care. The work of the organization is carried out almost exclusively by dedicated volunteers and is financed through donations and fund raising events.  FOPAS believes that our entire community is benefited by the compassion and humanity shown in caring for animals which have been discarded. The animals cannot speak for themselves, so hopefully FOPAS speaks and acts for them. Adoptee families which meet the standards set by FOPAS are accepted regardless of location.   The Street address : 1356 NW 9 Hwy Parkville, Missouri 64152  Mailing address: FOPAS - P.O. Box 29121 Parkville, MO 64152",Parkville Animal Shelter,Missouri,http://www.parkvilleshelter.com,MO
1660,65360,Windsor,"Our tiny rescue is located in Central-West Missouri not far from Warrensburg, Sedalia and Whiteman AFB. We specialize in helping animals in need find their forever homes. To assist in these efforts not only do we provide local adoptions but we work with other rescues to find homes for our furry packages across the United States. In Pawsibilities' mind nothing compares to helping an animal find their happy-ever-after.    Rescue Address: Po Box 174 Windsor, Mo 65360",Pawsibilities Are Endless,Missouri,http://www.petfinder.com/shelters/pawsibilities.html,MO
1661,63851,Hayti,"We are the Caruthersville Humane Society d.b.a. Pemiscot County Animal Welfare Society, and we are located in Hayti, Mo.  We are an animal shelter, founded in 1979, and now operate independently of any other organization or municipality.   Our mission is simple:  We're here to shelter and find good homes for animals that are surrendered or found abandoned and homeless.  We work on the principal that every animal deserves a good home and strive to make that happen.   204 South 4th Street, Hayti, Mo. 63851 Phone: (573) 359-0113",Pemiscot County Animal Welfare Organization,Missouri,http://www.pcaws.org/,MO
1662,63049,High Ridge,"Pet Rescue Network is dedicated to providing a positive impact for animals in the St. Louis and surrounding communities. Our mission is to find permanent &amp; responsible homes for pets in need, who have been referred by shelters, veterinarians, other animal welfare groups, and individuals.   To make a positive impact for animals, Pet Rescue Network strives to match committed families who are able to provide safe, loving, and forever homes with these wonderful yet otherwise forgotten pets. Pet Rescue Network provides ongoing education for adoptive families and the general public regarding the importance of spaying and neutering, as well other principles promoting responsible pet ownership.   Address: P.O. Box 1434 High Ridge, MO 63049  Call Us: (314)-995-9260",Pet Rescue Network,Missouri,http://www.petrescuenetworkstl.com,MO
1663,63755,Jackson,"Safe Harbor Animal Sanctuary is located in Cape Girardeau County. Our goal is to provide a safe harbor for as many homeless cats and kittens as our facility (and funds) can manage. We also maintain a number of dog kennels and runs for our K-9 adoptables.  Safe Harbor Animal Sanctuary is a no-kill, free-roam animal sanctuary whose goal is to provide a safe refuge and find loving lifelong owners for homeless cats and dogs in Cape Girardeau County and the neighboring area. With the help of local veterinarians, all animals of the appropriate age who come into Safe Harbor’s care are spayed or neutered, and are given basic inoculations.   359 Cree Lane Jackson, MO 63755 Phone: 573-243-9823",Safe Harbor Animal Sanctuary,Missouri,http://awos.petfinder.com/shelters/MO336.html,MO
1664,63303,Saint Charles,"We are the only no-kill animal shelter in St. Charles County, Missouri. We do NOT euthanize our animals to make room for new ones. We only euthanize an animal when the vet tells us it is the kindest thing to do for that animal or in the very rare case of extreme aggression.  Founded in 1973, we have grown in leaps and bounds, adding new programs to benefit animals and educate the public about their care, animal safety, the importance of spaying and neutering and many other topics. We care for and provide homes for nearly 1,000 cats and dogs each year! When space allows, we travel to other shelters and bring back some of their pets whose time is nearly up and give them a second chance at life.   Address: 1099 Pralle Lane St. Charles, MO 63303 Phone: 636-949-9918",Saint Charles Humane Society,Missouri,http://www.fiveacresanimalshelter.org/,MO
1665,65078,Stover,"Stover Animal Rescue, Inc. provides a temporary home, healthcare, and rehabilitation for abandoned and abused cats and dogs as we have room. We are a no-kill, nonprofit 501(c)3 charity rescue operated by volunteers, usually open from 10am to 3pm Monday thru Saturday.   Address: 709 West 4th St. (Hwy 52) Stover, Missouri 65078  Call Us: 573-377-4355","Stover Animal Rescue, Inc.",Missouri,https://www.facebook.com/Stover-Animal-Rescue-1719866661671274/,MO
1666,63119,Saint Louis,"Stray Haven Rescue is a 501(c)(3) non-profit animal rescue organization that was founded in St. Louis, Missouri. Stray Haven is dedicated to promoting the health, well-being, and welfare of all cats – domestic, stray, abandoned, and feral. We find loving homes for these animals once they’ve received veterinary care and are deemed healthy and fit for adoption.  Our goal is to educate the public about the companion animal overpopulation issue and help to provide solutions to end the killing of adoptable animals.   P.O. Box 190586 St. Louis, MO 63119",Stray Haven Rescue,Missouri,http://strayhavenrescue.org,MO
1667,63103,Saint Louis,"Stray Rescue's sole purpose is to rescue stray animals in need of medical attention, restore them to health, and place them in loving adoptive homes. Virtually all of the pets we save have been abused and neglected. They've been dumped on highways, or remote country roads. Abandoned in public parks, empty houses and dark alleys. We've even saved dogs left chained behind buildings after their owners had moved away.  Rescued animals often make the best pets. As a no-kill organization, pets from Stray Rescue seem to understand that they have a second lease on life. In return for a little affection and attention, these remarkable animals reward their new owners with a love and loyalty unmatched anywhere. By Phone (314) 771-6121 (314) 865-1517 (fax)  By Mail Stray Rescue of St. Louis 1463 S. 18th St. St. Louis, MO 63104",Stray Rescue of St. Louis,Missouri,http://strayrescue.org,MO
1668,63026,Fenton,"We work hard to make sure that we take care of all of our foster pets in the Talk To The Paw family. But, unfortunately we can't do it without people like you and your donations of time and money. So, if you ever feel like you want to be a part of our family and help some of the best animals around, check us out.    Address: 29 West Lakewood Dr. Fenton Mo 63026  Call Us: 314-570-7988",Talk To The Paw!,Missouri,http://awos.petfinder.com/shelters/MO418.html,MO
1669,65483,Houston,"The mission of The Animal Shelter of Texas County (TASTC) is to provide a loving, caring, and compassionate safe space for the animals we care for until they are found a Forever Home. At any time, we are apt to receive up to 50 or more puppies, dogs, kittens, and cats, in one day. As, TASTC is the only no-kill animal shelter in Texas County we pride ourselves in placing over 600 animals each year in homes that will offer everything our furry friends not only desire, but require.   TASTC is a nonprofit 501(c)(3), no-kill organization founded in 2006 and relies solely on the kindness and donations of the public to care for our animals. Basically, we are not state or county funded, which require euthanasia after a certain amount of time. We operate off of public donations, which are tax deductible and go directly to helping the rescued animals at our shelter.    P.O. Box 228 6927 Highway 17 Houston, MO 65483  Call Us: 417-967-0700",TASTC  The Animal Shelter of Texas County,Missouri,http://awos.petfinder.com/shelters/MO402.html,MO
1670,63025,Eureka,"PO Box 510103 St. Louis, MO 63151-0103  The Cat Network is an all-volunteer, not-for-profit, 501(c) (3), no-kill and life-enhancing cat rescue group. Since 1991, we have rescued and placed thousands of abandoned, abused, stray and shelter cats and kittens in St. Louis, Missouri and surrounding areas. After their rescue, the cats and kittens are provided medical care, tested for Feline Leukemia and FIV, micro-chipped and spayed or neutered. Cats and kittens are kept in foster care and then placed in loving permanent homes whenever possible.",The Cat Network,Missouri,http://www.catnetwork.com/main.asp,MO
1671,65559,Saint James,"We are a No-Kill shelter located in the Forest City of the Ozarks, St. James, Missouri. Approximately 90 miles west of St. Louis. Tri-County is a private Non-Profit organization that is solely funded by donations. Providing shelter, medical needs, and placing each animal in good loving homes takes more than just desire and dedication. Donations make it possible for us to continue to provide the care we continuously strive to achieve.   Mailing Address: P.O. Box 525 St. James, MO 65559  Call Us: 573-265-7955",Tri County Humane Society,Missouri,https://www.facebook.com/stjameshumanesociety,MO
1672,65737,Reeds Spring,"No-kill Shelter. We have a 5-acre facility and can comfortably house a maximum of 70 dogs and 50 cats.  The Tri-Lakes Humane Society is a local non-profit organization that provides shelter for lost, abandoned, and unwanted animals while actively seeking loving, permanent homes for them. We give every animal who comes to us as much time as funding and space allow to find a new home. We advocate the humane treatment of all animals, and each animal adopted from our Society is spayed or neutered according to state law. We encourage spaying and neutering of all domestic animals through educational programs within the community, and we encourage other opportunities for interaction between The Humane Society, its animals and the community.  Mailing address:  P O BOX 588, Reeds Spring, MO 65737 Physical address:  102 Washboard Hollow Road, Reeds Spring, MO 65737 Tuesday thru Saturday 11:00 a.m. - 4:00 p.m.  Shelter Manager: Tricia Krause (417)699-0026",Tri Lakes Humane Society,Missouri,http://tri-lakeshumanesoc.org,MO
1673,64137,Kansas City,"Wayside Waifs is committed to leading the way to end the euthanasia of adoptable animals in Kansas City. To achieve this goal, Wayside Waifs transitioned from an Open Admissions Shelter* to a Limited Admissions Shelter** in 2006. Making this change has allowed us to have a more personal relationship with the people and animals we serve. We are able to talk to the public about the issues they are experiencing that makes them feel surrendering their pet is the best option. We focus on educating the public and providing resources to pet owners to correct problem behaviors. Our goal is to provide pet owners the right tools to keep the pet in the home with the family. However, when keeping the animal is not an option, we schedule a surrender appointment for the animal, or recommend other available alternatives in the community.   Address: 3901 Martha Truman Road Kansas City, MO 64137 Phone: (816) 761-8151",Wayside Waifs,Missouri,http://www.waysidewaifs.org/,MO
1674,65793,Willow Springs,"We started in May of 2011. We are a family owned and family ran organization. We are a dedicated Non-Profit Rescue. We treat all our animals like they are our own. We look at it as our rescue being a pit stop in an animals life, no matter how long they stay. And thats how it's going to stay even if we grow bigger. Euthanasia is not an option with us. The only time we will ever use euthanasia as an option is if it is for health reasons or if the animal is to aggressive towards people.   Address:  200 West 1st Street Willow Springs, MO  65793  Call Us: (417)252-7183",Willow Springs Animal Rescue,Missouri,https://www.facebook.com/pages/Willow-Springs-Animal-Rescue/201050496598070,MO
1675,16503,Erie,"Address: 1555 E. 10th Street Erie, PA 16503  Call Us: (814) 451-0230 Ruth Thompson Carroll - Director and Kris Watkins - Manager  The Association for Needy and Neglected Animals was incorporated as a non-profit animal welfare organization in June of 2004. The group is named for Anna - a Shitzu mix that was brought into the local police impound and was scheduled for euthanasia. Our director spotted her and took her in. With a little time, effort and expense, Anna was cleaned up and back on her way to good health. Our organization was started to help other animals like Anna get a second chance. We put the extra time and effort into getting as many adoptable pets new loving, life long committed homes.","A.N.N.A, Association for Needy & Neglected Animals",Pennsylvania,http://www.theannashelter.com,PA
1676,15650,Latrobe,"Action For Animals Humane Society (AFA) is a 501c3 non-profit, non-government funded, no-kill shelter that keeps animals free from the threat of unwarranted euthanasia. We provide care for abused, abandoned and stray dogs and cats of Westmoreland County. AFA is Westmoreland County's oldest no-kill shelter. We have been matching people and pets for over 25 years!  AFA is governed by an all-volunteer Board of Directors and is one of the few shelters of our size in Western Pennsylvania that does not employ a paid Executive Director. This means that your donation dollars go toward more direct animal care and less administrative salaries.   Location: 386 Route 217 Latrobe, PA 15650  Call Us: 724-539-2544","AFAHS, Action For Animals Humane Society",Pennsylvania,http://members.petfinder.org/~PA60/index.html,PA
1677,19425,Chester Springs,"All 4 Paws Rescue, Inc. is a foster-based, all-breed, no-kill animal rescue based in Chester Springs, PA that offers rescue, rehabilitation, and sanctuary to animals in need. We do not have a physical shelter you can visit - all of our animals are housed in foster homes. All 4 Paws Rescue, Inc. is made up of volunteers and foster homes that care for and socialize our animals. Most of our animals have been rescued from ""death row"" from high-kill shelters and auctions and given a second chance at life. Our goal is to offer each and every one of these animals a safe, permanent and loving home. Please help us to give each of these animals the life they deserve.   Mailing Address: P.O. Box 122 Chester Springs, PA 19425  Phone: 610-731-1086",All  Paws Rescue Inc.,Pennsylvania,http://www.all4pawsrescue.com/,PA
